invoice_id,account_id,subscription_id,invoice_date,total,total_nzd,currency,status
inv_072cc0df0d195b10,sub_6548b2624ddae818,subsc_161a6ced98b636da,2024-03-01,778.35,1260.93,USD,PAID
inv_fe13bc4fc75299b4,sub_6548b2624ddae818,subsc_161a6ced98b636da,2024-04-04,780.35,1264.17,USD,PAID
inv_a35c06fa3b87fbc1,sub_6548b2624ddae818,subsc_161a6ced98b636da,2024-05-01,781.47,1265.98,USD,PAID
inv_278ed386769cd057,sub_6548b2624ddae818,subsc_161a6ced98b636da,2024-06-01,778.15,1260.6,USD,PAID
inv_17d45ac1bac6ba0b,sub_6548b2624ddae818,subsc_161a6ced98b636da,2024-07-01,782.88,1268.27,USD,PAID
inv_c06cb730b6be4ec1,sub_6548b2624ddae818,subsc_161a6ced98b636da,2024-08-01,778.43,1261.06,USD,PAID
inv_3c7295fcb598bf0e,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2024-08-03,897.63,1454.16,USD,PAID
inv_23bc5ef23c139353,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2024-09-03,902.63,1462.26,USD,PAID
inv_7babaa77e790b182,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2024-10-06,899.69,1457.5,USD,PAID
inv_0213a4cab177c713,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2024-11-02,902.26,1461.66,USD,PAID
inv_db59bdfaa6946580,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2024-12-04,902.71,1462.39,USD,PAID
inv_a1cf158b0157a903,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2025-01-03,899.75,1457.6,USD,PAID
inv_ed9201a9eae93a10,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2025-02-06,901.5,1460.43,USD,VOIDED
inv_c1d0e862b8393987,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2025-03-02,897.87,1454.55,USD,PAID
inv_e823b44951091720,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2025-04-05,894.49,1449.07,USD,PAID
inv_110d7e800b1cff73,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2025-05-02,896.77,1452.77,USD,PAID
inv_026a9b965ef1c57d,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2025-06-06,897.57,1454.06,USD,PAID
inv_b5e365b1e1e1d0fc,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2025-07-06,902.07,1461.35,USD,PAID
inv_f6571c721c969545,sub_6548b2624ddae818,subsc_f613b6f688838cd1,2025-08-03,895.95,1451.44,USD,PAID
inv_37aff2554a54369e,sub_6548b2624ddae818,subsc_98557ea795d897ea,2025-08-01,804.92,1303.97,USD,PAID
inv_788d91928954ede2,sub_6548b2624ddae818,subsc_98557ea795d897ea,2025-09-06,812.63,1316.46,USD,PAID
inv_b27204f28b1e602e,sub_6548b2624ddae818,subsc_98557ea795d897ea,2025-10-04,808.38,1309.58,USD,PAID
inv_3246165564093a19,sub_6548b2624ddae818,subsc_98557ea795d897ea,2025-11-03,810.77,1313.45,USD,PAID
inv_598c5465db1f9614,sub_6548b2624ddae818,subsc_98557ea795d897ea,2025-12-04,808.25,1309.37,USD,PAID
inv_4ca894b0f039928e,sub_6548b2624ddae818,subsc_98557ea795d897ea,2026-01-01,812.77,1316.69,USD,PAID
inv_5dcf585c3e7d87f9,sub_6548b2624ddae818,subsc_98557ea795d897ea,2026-02-02,810.73,1313.38,USD,PAID
inv_a7176e0969495c25,sub_6548b2624ddae818,subsc_98557ea795d897ea,2026-03-05,810.55,1313.09,USD,PAID
inv_b7c9a784d68c4f9b,sub_6548b2624ddae818,subsc_98557ea795d897ea,2026-04-01,811.14,1314.05,USD,PAID
inv_9716ccae6932697d,sub_6548b2624ddae818,subsc_98557ea795d897ea,2026-05-03,805.82,1305.43,USD,PAID
inv_025c2e0184b47c17,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-01-04,2388.41,3869.22,USD,PAID
inv_9219391ceb79ebc0,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-02-01,2372.6,3843.61,USD,PAID
inv_7203453c2203b8d2,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-03-02,2380.08,3855.73,USD,PAID
inv_cf9319a87841a4f7,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-04-06,2373.64,3845.3,USD,PAID
inv_ea69f1b98cc38db2,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-05-06,2385.26,3864.12,USD,PAID
inv_ce00926981bf1bc8,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-06-03,2369.29,3838.25,USD,PAID
inv_b399a3de8a7ac9ff,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-07-02,2390.09,3871.95,USD,PAID
inv_21e84810ec1367bf,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-08-06,2385.72,3864.87,USD,PAID
inv_323421318b755337,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-09-05,2371.53,3841.88,USD,PAID
inv_c3808727120cb3ed,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-10-06,2383.68,3861.56,USD,PAID
inv_531095fc69db8ec9,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-11-05,2376.52,3849.96,USD,PAID
inv_39e4a9d97962b007,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2024-12-06,2386.84,3866.68,USD,PAID
inv_f0292f3039870db2,sub_13c0af28c9a3b165,subsc_a99cedff5806ba84,2025-01-06,2376.77,3850.37,USD,PAID
inv_d1a7d8675f7ea3d9,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-01-06,2386.12,3865.51,USD,PAID
inv_b92d23a283865391,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-02-04,2387.29,3867.41,USD,PAID
inv_98c31db560816580,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-03-01,2387.84,3868.3,USD,PAID
inv_36cbb152b9db1a1f,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-04-03,2375.52,3848.34,USD,PAID
inv_d284642a0c863534,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-05-06,2386.23,3865.69,USD,PAID
inv_5c51208916561e64,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-06-02,2391.02,3873.45,USD,PAID
inv_d48d6d4280462f83,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-07-05,2388.91,3870.03,USD,PAID
inv_533475ce069c9e41,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-08-05,2386.14,3865.55,USD,PAID
inv_1762476fc714432c,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-09-04,2381.35,3857.79,USD,PAID
inv_a6d7f7b7adbd1b82,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-10-06,2376.21,3849.46,USD,PAID
inv_0b4a1b8ef02f578e,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-11-06,2390.83,3873.14,USD,PAID
inv_80f13ff6931138c7,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2025-12-04,2382.92,3860.33,USD,PAID
inv_c935563e46b677b2,sub_13c0af28c9a3b165,subsc_bb238fd36886e340,2026-01-03,2368.82,3837.49,USD,PAID
inv_bdc728763c520579,sub_13c0af28c9a3b165,subsc_e34b64761c9cd1cf,2026-01-02,2965.01,4803.32,USD,PAID
inv_de51310a71ecc1af,sub_13c0af28c9a3b165,subsc_e34b64761c9cd1cf,2026-02-05,2975.58,4820.44,USD,PAID
inv_4d2a97436f5587c4,sub_13c0af28c9a3b165,subsc_e34b64761c9cd1cf,2026-03-06,2969.14,4810.01,USD,PAID
inv_ca29c1207e64f526,sub_13c0af28c9a3b165,subsc_e34b64761c9cd1cf,2026-04-05,2961.73,4798.0,USD,PAID
inv_5bd3cbf699f8435c,sub_13c0af28c9a3b165,subsc_e34b64761c9cd1cf,2026-05-06,2990.17,4844.08,USD,PAID
inv_6cb0ebe18d5f0dec,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2024-08-02,321.57,520.94,USD,PAID
inv_6713d256334c41d4,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2024-09-04,321.32,520.54,USD,PAID
inv_38c4f36c7821a71b,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2024-10-02,319.92,518.27,USD,PAID
inv_c99c92d8f440095f,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2024-11-06,322.39,522.27,USD,PAID
inv_a40f86d4f58af819,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2024-12-06,322.73,522.82,USD,PAID
inv_c77515540eeb5df3,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2025-01-02,319.9,518.24,USD,PAID
inv_c9996224f9908e69,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2025-02-03,322.48,522.42,USD,PAID
inv_713d3a1114976f65,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2025-03-02,322.89,523.08,USD,PAID
inv_bd305360f72c5753,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2025-04-03,322.91,523.11,USD,PAID
inv_6cd7041fcf166ad8,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2025-05-03,321.08,520.15,USD,PAID
inv_2dc1dcf4ab4fd193,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2025-06-05,322.16,521.9,USD,PAID
inv_c235bfb14576706f,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2025-07-02,322.06,521.74,USD,PAID
inv_dc1b844650fa6caa,sub_a8255d29cf9f9689,subsc_ad1552207747d13c,2025-08-01,321.98,521.61,USD,PAID
inv_7becae0fd33f5951,sub_a8255d29cf9f9689,subsc_50a67c1ac2798bf5,2025-08-05,288.1,466.72,USD,PAID
inv_9bb0e63fea543407,sub_a8255d29cf9f9689,subsc_50a67c1ac2798bf5,2025-09-06,290.22,470.16,USD,POSTED
inv_b0a52bb518be1f74,sub_a8255d29cf9f9689,subsc_50a67c1ac2798bf5,2025-10-05,288.6,467.53,USD,PAID
inv_a6e88d5c6a6ceac6,sub_a8255d29cf9f9689,subsc_50a67c1ac2798bf5,2025-11-03,288.12,466.75,USD,PAID
inv_1a93e8bea436fb2c,sub_a8255d29cf9f9689,subsc_50a67c1ac2798bf5,2025-12-06,290.32,470.32,USD,PAID
inv_eedd29824becd9f9,sub_a8255d29cf9f9689,subsc_50a67c1ac2798bf5,2026-01-03,288.29,467.03,USD,PAID
inv_bcc1d1b629091e7b,sub_a8255d29cf9f9689,subsc_50a67c1ac2798bf5,2026-02-06,289.82,469.51,USD,PAID
inv_fcbac34f070cb608,sub_a8255d29cf9f9689,subsc_50a67c1ac2798bf5,2026-03-04,289.99,469.78,USD,PAID
inv_95e1c29e2d91661e,sub_a8255d29cf9f9689,subsc_50a67c1ac2798bf5,2026-04-02,290.47,470.56,USD,PAID
inv_22e85f65f8f8ce72,sub_a8255d29cf9f9689,subsc_50a67c1ac2798bf5,2026-05-04,290.4,470.45,USD,PAID
inv_946e7485c0b29cf1,sub_b092cc4c5119ef88,subsc_f71f1177e2b19347,2024-03-05,460.19,745.51,USD,POSTED
inv_43f4e3096e814d0f,sub_b092cc4c5119ef88,subsc_f71f1177e2b19347,2024-04-02,462.36,749.02,USD,PAID
inv_2580e81c65d2ba2e,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-02-01,748.62,816.0,AUD,PAID
inv_c4388c6257230515,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-03-03,744.82,811.85,AUD,PAID
inv_44f453a7050b2473,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-04-06,749.07,816.49,AUD,PAID
inv_74e07f2e3abe148b,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-05-06,749.5,816.96,AUD,PAID
inv_84756187ba9283ff,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-06-06,748.85,816.25,AUD,PAID
inv_5af4846b6582886a,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-07-04,746.79,814.0,AUD,PAID
inv_1ade9c976d602937,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-08-01,746.67,813.87,AUD,PAID
inv_aa6ba0079a9ffb6d,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-09-05,744.84,811.88,AUD,PAID
inv_c81f1d4e456f7a8d,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-10-05,745.61,812.71,AUD,PAID
inv_be033e0671dff349,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-11-01,747.51,814.79,AUD,PAID
inv_7556c46af1bfd10e,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2024-12-04,749.87,817.36,AUD,PAID
inv_cb49ec8091170126,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2025-01-03,751.4,819.03,AUD,PAID
inv_273493cb04a05e15,sub_422bce628fd125d2,subsc_1f6f102bf17b942f,2025-02-01,748.2,815.54,AUD,PAID
inv_809215717ee30043,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-02-05,749.26,816.69,AUD,PAID
inv_0c286ab8c9a6197e,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-03-01,745.31,812.39,AUD,PAID
inv_356cf8151c2e264c,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-04-05,746.87,814.09,AUD,PAID
inv_ec9b1a3868a40b57,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-05-05,747.58,814.86,AUD,PAID
inv_233f8882372b1056,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-06-06,747.96,815.28,AUD,PAID
inv_6af9eb50bfc4aed4,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-07-06,744.86,811.9,AUD,PAID
inv_266ab0e5865f2fe8,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-08-05,750.64,818.2,AUD,PAID
inv_65de50d34e3a7057,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-09-04,749.13,816.55,AUD,VOIDED
inv_868a3fe14911a5d7,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-10-02,749.91,817.4,AUD,PAID
inv_c7db44611678cb78,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-11-01,748.23,815.57,AUD,PAID
inv_5313057608cd72db,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2025-12-01,748.13,815.46,AUD,PAID
inv_3d40963664a60f35,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2026-01-03,744.56,811.57,AUD,PAID
inv_ec7826810105cf00,sub_422bce628fd125d2,subsc_e1da1e397d55e6a3,2026-02-04,746.65,813.85,AUD,PAID
inv_fad6145d8171d627,sub_422bce628fd125d2,subsc_358db1fbb9d30a8d,2026-02-02,751.23,818.84,AUD,PAID
inv_8e2d2bc9f50072e8,sub_422bce628fd125d2,subsc_358db1fbb9d30a8d,2026-03-05,746.18,813.34,AUD,PAID
inv_2cd309554cbe0b68,sub_422bce628fd125d2,subsc_358db1fbb9d30a8d,2026-04-05,750.69,818.25,AUD,PAID
inv_0a2a65ad9f100f35,sub_422bce628fd125d2,subsc_358db1fbb9d30a8d,2026-05-06,747.25,814.5,AUD,PAID
inv_8ea081b14a7a86df,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2024-03-03,2227.33,2227.33,NZD,PAID
inv_0ef188fda147a467,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2024-04-06,2233.87,2233.87,NZD,PAID
inv_86b4c94706be9775,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2024-05-02,2222.55,2222.55,NZD,PAID
inv_93c681fb06b596d9,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2024-06-02,2221.16,2221.16,NZD,PAID
inv_006c2c03cf8b56ba,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2024-07-02,2241.71,2241.71,NZD,PAID
inv_a464d05cc12e7a32,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2024-08-06,2233.55,2233.55,NZD,PAID
inv_e35990e9342acf3c,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2024-09-03,2234.23,2234.23,NZD,POSTED
inv_c64e7d064aaeddd4,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2024-10-02,2226.16,2226.16,NZD,PAID
inv_448421d96eda25af,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2024-11-03,2229.27,2229.27,NZD,PAID
inv_10e23e1efe56c236,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2024-12-02,2235.44,2235.44,NZD,PAID
inv_836928c36246f7d4,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2025-01-06,2232.3,2232.3,NZD,POSTED
inv_321c08d4e29c1d10,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2025-02-06,2226.35,2226.35,NZD,PAID
inv_255fa2c5bec64af7,sub_8983a7e3772a56b4,subsc_f7b36baa42ac1ce5,2025-03-06,2224.64,2224.64,NZD,PAID
inv_96d7b373fc96faf8,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2025-03-02,2234.8,2234.8,NZD,PAID
inv_08b7adb8b7d07337,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2025-04-04,2229.71,2229.71,NZD,PAID
inv_e7ca89cfa47c5021,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2025-05-02,2228.8,2228.8,NZD,PAID
inv_d253d2987fb2a728,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2025-06-01,2222.07,2222.07,NZD,PAID
inv_788bbef3e90cfc76,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2025-07-03,2235.61,2235.61,NZD,PAID
inv_b232724f05bb32d2,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2025-08-03,2234.63,2234.63,NZD,PAID
inv_1d58afac362cd328,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2025-09-02,2237.71,2237.71,NZD,PAID
inv_d05dd8e75fd599fb,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2025-10-02,2226.45,2226.45,NZD,PAID
inv_c44f1b39de1f2608,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2025-11-01,2228.79,2228.79,NZD,PAID
inv_9e25fe7285b93a19,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2025-12-03,2224.26,2224.26,NZD,PAID
inv_66be51a8f9cc5326,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2026-01-01,2233.48,2233.48,NZD,PAID
inv_0607c6bbb6c5be65,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2026-02-03,2232.15,2232.15,NZD,PAID
inv_75afbdbd5adf6929,sub_8983a7e3772a56b4,subsc_b73e3dbf4c2fcbdf,2026-03-01,2232.65,2232.65,NZD,PAID
inv_eb3371a87d88f456,sub_8983a7e3772a56b4,subsc_384208dfa8a55550,2026-03-04,2224.15,2224.15,NZD,PAID
inv_d8e54b10cfb8bec2,sub_8983a7e3772a56b4,subsc_384208dfa8a55550,2026-04-06,2224.37,2224.37,NZD,PAID
inv_17ca63cedf4a0068,sub_8983a7e3772a56b4,subsc_384208dfa8a55550,2026-05-05,2241.94,2241.94,NZD,PAID
inv_b0433e260e873691,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-01-05,695.06,757.62,AUD,PAID
inv_983331b89381b76f,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-02-05,689.84,751.93,AUD,VOIDED
inv_3f17799c817938b0,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-03-02,693.89,756.34,AUD,PAID
inv_52d6c4141f103bb1,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-04-01,691.58,753.82,AUD,PAID
inv_af68e34ed2df34fc,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-05-03,695.31,757.89,AUD,PAID
inv_52b2c9fcac9492b7,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-06-05,693.85,756.3,AUD,PAID
inv_de4500316361adbc,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-07-04,691.85,754.12,AUD,PAID
inv_72ae6a5b5cebb316,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-08-05,695.78,758.4,AUD,PAID
inv_2e9feaaf3e448c46,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-09-05,690.94,753.12,AUD,PAID
inv_3c820b2188d3b82e,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-10-02,695.47,758.06,AUD,PAID
inv_6694cf0df062b0ff,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-11-03,691.07,753.27,AUD,PAID
inv_643d61c3dd1a8ef1,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2024-12-01,691.77,754.03,AUD,PAID
inv_33520251d5eca430,sub_c9d993e492a5adb4,subsc_29c2b819ad7d1571,2025-01-02,693.35,755.75,AUD,POSTED
inv_3c3f124dbc409f89,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-01-01,869.35,947.59,AUD,PAID
inv_6f7c5edfe80bd4ae,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-02-04,861.9,939.47,AUD,PAID
inv_f10f8e70767acecb,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-03-04,868.17,946.31,AUD,VOIDED
inv_54d8628f1e83201f,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-04-02,867.03,945.06,AUD,PAID
inv_defd26305ca6a78e,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-05-06,865.32,943.2,AUD,PAID
inv_22e88dc1e3d1f57e,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-06-04,868.86,947.06,AUD,PAID
inv_5966d06f37c6edd3,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-07-06,861.29,938.81,AUD,PAID
inv_340c324b501b70f2,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-08-05,861.24,938.75,AUD,PAID
inv_e2a46e7ad2d389ac,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-09-06,867.66,945.75,AUD,PAID
inv_57d48b016f23108a,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-10-05,866.89,944.91,AUD,PAID
inv_7fb57d6bf60fccd6,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-11-04,867.09,945.13,AUD,POSTED
inv_0558fdaf1342d764,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2025-12-05,869.52,947.78,AUD,PAID
inv_b1830743d5eaebcb,sub_c9d993e492a5adb4,subsc_764c23e1044ec5a2,2026-01-03,868.99,947.2,AUD,PAID
inv_1b2565faf2f53a65,sub_c9d993e492a5adb4,subsc_b57d7fd79f0e7cb0,2026-01-01,868.44,946.6,AUD,PAID
inv_e3ad300c55805a88,sub_c9d993e492a5adb4,subsc_b57d7fd79f0e7cb0,2026-02-03,864.83,942.66,AUD,PAID
inv_b53056b0fff87c99,sub_c9d993e492a5adb4,subsc_b57d7fd79f0e7cb0,2026-03-06,869.57,947.83,AUD,PAID
inv_e0c7d196bc9837d8,sub_c9d993e492a5adb4,subsc_b57d7fd79f0e7cb0,2026-04-01,863.33,941.03,AUD,PAID
inv_c12f7dae89d389ad,sub_c9d993e492a5adb4,subsc_b57d7fd79f0e7cb0,2026-05-03,863.68,941.41,AUD,PAID
inv_4a7b52bc8693777d,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-02-05,347.92,347.92,NZD,PAID
inv_85beba1e62a57063,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-03-06,348.55,348.55,NZD,PAID
inv_2d8e08d360c65ea8,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-04-04,348.97,348.97,NZD,PAID
inv_f5c9ce6f4feda7a3,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-05-01,350.29,350.29,NZD,PAID
inv_630aa938646016f3,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-06-03,348.41,348.41,NZD,PAID
inv_d3f7067248a2cd82,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-07-03,348.21,348.21,NZD,PAID
inv_36a45ad963ee79aa,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-08-03,350.28,350.28,NZD,PAID
inv_961e319eacda69ea,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-09-02,347.2,347.2,NZD,PAID
inv_8b449030f00b0547,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-10-02,347.47,347.47,NZD,PAID
inv_9793ef418f25714b,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-11-01,348.61,348.61,NZD,PAID
inv_b7a868735a16360f,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2024-12-02,347.72,347.72,NZD,PAID
inv_fdb84e8ec03c562c,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2025-01-03,348.81,348.81,NZD,PAID
inv_a40ce4937fb6f3fa,sub_c1cdafdf1d383f8f,subsc_103017e1ce346ff9,2025-02-03,348.67,348.67,NZD,PAID
inv_251dfc3246e1f387,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-02-04,312.77,312.77,NZD,PAID
inv_7dffdd4095c9a26d,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-03-04,312.94,312.94,NZD,PAID
inv_02107629357a09f7,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-04-06,312.45,312.45,NZD,PAID
inv_245cdced5c66aee8,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-05-01,313.05,313.05,NZD,PAID
inv_46ef3624f3e517f6,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-06-03,312.85,312.85,NZD,PAID
inv_fe77bc2cb4aefc43,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-07-02,315.26,315.26,NZD,PAID
inv_49dc0c5ec5a4b8e3,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-08-03,315.41,315.41,NZD,PAID
inv_b7c4a452ccfaf55b,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-09-04,312.8,312.8,NZD,PAID
inv_c30f5b516cd9a0da,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-10-03,314.94,314.94,NZD,PAID
inv_0bd4313e4ff28c18,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-11-04,314.79,314.79,NZD,PAID
inv_6d380ee387dd929d,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2025-12-04,314.01,314.01,NZD,PAID
inv_b4570b6396b29787,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2026-01-01,312.84,312.84,NZD,PAID
inv_a348bca997841042,sub_c1cdafdf1d383f8f,subsc_bdd638451bf14580,2026-02-01,312.83,312.83,NZD,PAID
inv_798fe3963652e461,sub_c1cdafdf1d383f8f,subsc_5c4fb3d31e97086c,2026-02-06,393.55,393.55,NZD,PAID
inv_be33ecc447d5a356,sub_c1cdafdf1d383f8f,subsc_5c4fb3d31e97086c,2026-03-05,393.79,393.79,NZD,PAID
inv_5dc5c196b58ef918,sub_c1cdafdf1d383f8f,subsc_5c4fb3d31e97086c,2026-04-03,393.43,393.43,NZD,PAID
